Time_Start,Time_End,Renko_Open,Renko_Close,Volume_Total
10:14:50,10:15:25,18655,18660,1171
10:15:30,10:16:10,18660,18665,1393
10:16:15,10:16:15,18665,18670,209
10:16:20,10:16:25,18670,18675,587
10:16:30,10:17:10,18675,18680,1622
10:17:15,10:17:20,18675,18670,418
10:17:25,10:17:35,18670,18665,312
10:17:40,10:18:25,18665,18660,1302
10:17:40,10:18:25,18660,18655,0
10:18:30,10:18:30,18660,18665,176
10:18:35,10:18:45,18665,18670,299
10:18:50,10:19:00,18665,18660,300
10:19:05,10:19:10,18665,18670,210
10:19:15,10:21:00,18670,18675,2028
10:21:05,10:21:20,18675,18680,579
10:21:25,10:21:35,18680,18685,522
10:21:40,10:22:00,18685,18690,1080
10:21:40,10:22:00,18690,18695,0
10:22:05,10:22:05,18695,18700,276
10:22:10,10:23:00,18700,18705,1188
10:23:05,10:24:50,18705,18710,2714
10:24:55,10:25:50,18705,18700,1173
10:25:55,10:26:00,18705,18710,334
10:26:05,10:26:20,18710,18715,511
10:26:25,10:26:35,18715,18720,553
10:26:40,10:27:45,18720,18725,1502
10:27:50,10:27:50,18720,18715,68
10:27:55,10:28:40,18715,18710,1132
10:28:45,10:29:35,18710,18705,940
10:29:40,10:29:40,18705,18700,448
10:29:45,10:32:00,18700,18695,3443
10:32:05,10:32:10,18700,18705,300
10:32:15,10:35:00,18705,18710,2317
10:35:05,10:35:10,18710,18715,307
10:35:15,10:36:35,18715,18720,1279
10:36:40,10:36:40,18720,18725,409
10:36:45,10:37:05,18725,18730,795
10:37:10,10:38:10,18730,18735,1488
10:38:15,10:38:15,18730,18725,168
10:38:20,10:40:05,18725,18720,1658
10:40:10,10:40:20,18725,18730,315
10:40:25,10:42:25,18730,18735,2434
10:40:25,10:42:25,18735,18740,0
10:42:30,10:43:10,18735,18730,576
10:43:15,10:44:40,18730,18725,1252
10:44:45,10:44:55,18725,18720,543
10:44:45,10:44:55,18720,18715,0
10:45:00,10:45:10,18715,18710,341
10:45:15,10:45:50,18710,18705,875
10:45:55,10:46:05,18710,18715,223
10:46:10,10:47:10,18715,18720,1030
10:47:15,10:47:40,18715,18710,421
10:47:45,10:48:10,18715,18720,467
10:48:15,10:48:30,18720,18725,450
10:48:35,10:49:20,18725,18730,735
10:49:25,10:50:10,18730,18735,917
10:50:15,10:50:55,18730,18725,802
10:50:15,10:50:55,18725,18720,0
10:51:00,10:52:35,18720,18715,1414
10:52:40,10:54:20,18720,18725,1571
10:54:25,10:57:05,18720,18715,2314
10:57:10,10:58:35,18715,18710,1227
10:58:40,10:58:45,18715,18720,105
10:58:50,10:59:05,18720,18725,484
10:59:10,11:02:20,18725,18730,3137
11:02:25,11:02:25,18730,18735,157
11:02:30,11:02:30,18735,18740,278
11:02:35,11:03:45,18740,18745,2437
11:03:50,11:03:50,18745,18750,116
11:03:55,11:04:30,18750,18755,1015
11:04:35,11:05:05,18755,18760,976
11:05:10,11:07:15,18755,18750,1959
11:07:20,11:07:30,18750,18745,442
11:07:35,11:08:55,18745,18740,1204
11:09:00,11:10:05,18740,18735,983
11:10:10,11:10:25,18740,18745,250
11:10:30,11:10:45,18745,18750,234
11:10:50,11:12:45,18750,18755,1755
11:12:50,11:14:25,18755,18760,1133
11:14:30,11:15:20,18755,18750,541
11:15:25,11:15:35,18750,18745,367
11:15:40,11:16:25,18745,18740,856
11:16:30,11:20:45,18745,18750,2148
11:20:50,11:22:10,18745,18740,859
11:22:15,11:22:15,18740,18735,219
11:22:20,11:22:25,18735,18730,495
11:22:20,11:22:25,18730,18725,0
11:22:30,11:22:30,18725,18720,217
11:22:35,11:22:40,18720,18715,707
11:22:35,11:22:40,18715,18710,0
11:22:45,11:22:50,18710,18705,881
11:22:45,11:22:50,18705,18700,0
11:22:45,11:22:50,18700,18695,0
11:22:45,11:22:50,18695,18690,0
11:22:55,11:23:00,18690,18685,666
11:23:05,11:23:15,18685,18680,1003
11:23:05,11:23:15,18680,18675,0
11:23:05,11:23:15,18675,18670,0
11:23:20,11:23:30,18675,18680,480
11:23:35,11:23:35,18675,18670,171
11:23:40,11:23:40,18670,18665,256
11:23:45,11:23:45,18665,18660,572
11:23:45,11:23:45,18660,18655,0
11:23:45,11:23:45,18655,18650,0
11:23:50,11:23:50,18650,18645,450
11:23:55,11:24:10,18645,18640,1237
11:24:15,11:24:15,18640,18635,534
11:24:20,11:24:20,18635,18630,509
11:24:20,11:24:20,18630,18625,0
11:24:25,11:24:30,18625,18620,718
11:24:35,11:24:50,18620,18615,905
11:24:35,11:24:50,18615,18610,0
11:24:55,11:24:55,18610,18605,376
11:25:00,11:25:00,18605,18600,419
11:25:00,11:25:00,18600,18595,0
11:25:00,11:25:00,18595,18590,0
11:25:05,11:25:25,18590,18585,1995
11:25:30,11:25:40,18590,18595,725
11:25:45,11:26:05,18595,18600,1427
11:25:45,11:26:05,18600,18605,0
11:26:10,11:26:15,18600,18595,522
11:26:20,11:26:45,18595,18590,935
11:26:50,11:26:55,18595,18600,326
11:27:00,11:27:15,18600,18605,922
11:27:20,11:27:25,18605,18610,363
11:27:20,11:27:25,18610,18615,0
11:27:30,11:27:35,18615,18620,413
11:27:30,11:27:35,18620,18625,0
11:27:40,11:27:50,18625,18630,599
11:27:55,11:28:00,18625,18620,330
11:27:55,11:28:00,18620,18615,0
11:28:05,11:28:10,18615,18610,511
11:28:15,11:28:20,18610,18605,403
11:28:15,11:28:20,18605,18600,0
11:28:25,11:28:45,18605,18610,529
11:28:50,11:28:50,18610,18615,44
11:28:55,11:29:25,18615,18620,829
11:29:30,11:30:15,18620,18625,1267
11:30:20,11:31:00,18620,18615,966
11:31:05,11:31:20,18615,18610,514
11:31:05,11:31:20,18610,18605,0
11:31:25,11:31:30,18605,18600,469
11:31:35,11:31:50,18600,18595,442
11:31:55,11:32:40,18600,18605,961
11:32:45,11:33:05,18600,18595,577
11:33:10,11:33:10,18600,18605,82
11:33:15,11:33:20,18605,18610,190
11:33:25,11:34:25,18610,18615,1089
11:34:30,11:35:15,18615,18620,863
11:35:20,11:35:30,18620,18625,534
11:35:20,11:35:30,18625,18630,0
11:35:35,11:35:35,18625,18620,206
11:35:35,11:35:35,18620,18615,0
11:35:40,11:36:20,18615,18610,991
11:36:25,11:36:35,18615,18620,165
11:36:40,11:37:40,18620,18625,881
11:37:45,11:38:40,18620,18615,799
11:38:45,11:39:20,18615,18610,643
11:39:25,11:40:45,18615,18620,1401
11:40:50,11:40:55,18620,18625,202
11:41:00,11:41:35,18625,18630,804
11:41:00,11:41:35,18630,18635,0
11:41:40,11:41:50,18630,18625,423
11:41:40,11:41:50,18625,18620,0
11:41:55,11:42:05,18620,18615,403
11:42:10,11:42:35,18615,18610,412
11:42:40,11:43:00,18615,18620,484
11:42:40,11:43:00,18620,18625,0
11:43:05,11:43:40,18620,18615,663
11:43:45,11:44:15,18620,18625,380
11:44:20,11:45:45,18625,18630,1121
11:45:50,11:47:10,18625,18620,1175
11:47:15,11:47:30,18625,18630,217
11:47:35,11:48:25,18625,18620,686
11:48:30,11:48:45,18625,18630,182
11:48:50,11:49:00,18630,18635,513
11:49:05,11:49:25,18635,18640,825
11:49:05,11:49:25,18640,18645,0
11:49:30,11:50:30,18645,18650,1052
11:50:35,11:50:35,18650,18655,53
11:50:40,11:50:40,18655,18660,229
11:50:45,11:50:45,18660,18665,215
11:50:50,11:51:00,18665,18670,394
11:51:05,11:51:05,18670,18675,184
11:51:10,11:51:10,18675,18680,172
11:51:15,11:54:20,18680,18685,3063
11:54:25,11:56:55,18685,18690,2099
11:57:00,11:58:00,18690,18695,684
11:58:05,11:58:50,18695,18700,732
11:58:55,11:58:55,18700,18705,229
11:59:00,11:59:00,18705,18710,139
11:59:05,11:59:05,18710,18715,127
11:59:10,11:59:15,18715,18720,687
11:59:20,12:00:30,18720,18725,1847
12:00:35,12:00:35,18720,18715,277
12:00:40,12:01:30,18715,18710,1174
12:01:35,12:01:35,18715,18720,177
12:01:40,12:01:40,18720,18725,116
12:01:45,12:03:50,18725,18730,2500
12:03:55,12:04:00,18725,18720,181
12:04:05,12:04:25,18720,18715,502
12:04:30,12:05:50,18715,18710,1785
12:04:30,12:05:50,18710,18705,0
12:05:55,12:06:40,18705,18700,1284
12:06:45,12:07:20,18700,18695,789
12:06:45,12:07:20,18695,18690,0
12:07:25,12:07:30,18690,18685,338
12:07:35,12:07:50,18690,18695,462
12:07:55,12:08:35,18695,18700,530
12:08:40,12:11:35,18700,18705,1444
12:11:40,12:12:30,18700,18695,677
12:12:35,12:12:55,18695,18690,251
12:13:00,12:14:00,18695,18700,477
12:14:05,12:15:25,18700,18705,761
12:15:30,12:15:40,18700,18695,179
12:15:45,12:16:10,18695,18690,330
12:16:15,12:21:00,18690,18685,2944
12:21:05,12:21:40,18685,18680,673
12:21:45,12:21:50,18685,18690,130
12:21:55,12:22:20,18690,18695,505
12:22:25,12:22:55,18695,18700,409
12:23:00,12:23:35,18695,18690,466
12:23:40,12:23:45,18690,18685,125
12:23:50,12:24:25,18685,18680,454
12:24:30,12:24:50,18685,18690,243
12:24:55,12:25:10,18690,18695,173
12:25:15,12:28:10,18695,18700,1630
12:28:15,12:28:50,18695,18690,517
12:28:55,12:29:25,18690,18685,396
12:29:30,12:30:45,18690,18695,664
