Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
04/04/2024 00:42:30,04/04/2024 01:22:30,18710,18720,1495,18644.05
04/04/2024 01:23:00,04/04/2024 02:00:00,18710,18700,1818,18644.11
04/04/2024 02:00:30,04/04/2024 02:26:00,18700,18690,2344,18644.18
04/04/2024 02:26:30,04/04/2024 03:29:00,18690,18680,6394,18644.32
04/04/2024 03:29:30,04/04/2024 04:09:30,18690,18700,4372,18644.45
04/04/2024 04:10:00,04/04/2024 04:31:00,18700,18710,2881,18644.55
04/04/2024 04:31:30,04/04/2024 06:37:00,18710,18720,9693,18644.95
04/04/2024 06:37:30,04/04/2024 06:57:00,18710,18700,1721,18645.01
04/04/2024 06:57:30,04/04/2024 08:34:30,18710,18720,15085,18645.61
04/04/2024 08:35:00,04/04/2024 08:36:30,18720,18730,1837,18645.69
04/04/2024 08:37:00,04/04/2024 08:42:00,18730,18740,3353,18645.86
04/04/2024 08:42:30,04/04/2024 08:48:30,18740,18750,3417,18646.05
04/04/2024 08:49:00,04/04/2024 08:49:00,18750,18760,1138,18646.12
04/04/2024 08:49:30,04/04/2024 08:51:00,18760,18770,1580,18646.23
04/04/2024 08:51:30,04/04/2024 08:55:00,18770,18780,3204,18646.46
04/04/2024 08:55:30,04/04/2024 09:01:00,18780,18790,4803,18646.83
04/04/2024 09:01:30,04/04/2024 09:34:30,18790,18800,31169,18649.37
04/04/2024 09:35:00,04/04/2024 09:36:00,18800,18810,4466,18649.75
04/04/2024 09:36:30,04/04/2024 09:39:30,18810,18820,9126,18650.57
04/04/2024 09:40:00,04/04/2024 09:46:30,18810,18800,15325,18651.83
04/04/2024 09:47:00,04/04/2024 09:51:30,18800,18790,8475,18652.47
04/04/2024 09:52:00,04/04/2024 10:21:00,18790,18780,39654,18655.17
04/04/2024 10:21:30,04/04/2024 10:22:30,18780,18770,1538,18655.27
04/04/2024 10:23:00,04/04/2024 10:23:00,18770,18760,1480,18655.35
04/04/2024 10:23:30,04/04/2024 10:28:30,18760,18750,9009,18655.81
04/04/2024 10:29:00,04/04/2024 10:36:30,18760,18770,9957,18656.38
04/04/2024 10:37:00,04/04/2024 11:38:30,18760,18750,49606,18658.8
04/04/2024 11:39:00,04/04/2024 11:46:00,18760,18770,6168,18659.13
04/04/2024 11:46:30,04/04/2024 11:56:30,18770,18780,8396,18659.62
04/04/2024 11:57:00,04/04/2024 12:04:00,18780,18790,6867,18660.06
04/04/2024 12:04:30,04/04/2024 12:06:00,18790,18800,3796,18660.31
04/04/2024 12:06:30,04/04/2024 12:10:00,18800,18810,5662,18660.72
04/04/2024 12:10:30,04/04/2024 13:32:00,18810,18820,45823,18664.18
04/04/2024 13:32:30,04/04/2024 13:41:00,18810,18800,5587,18664.56
04/04/2024 13:41:30,04/04/2024 13:43:30,18800,18790,3136,18664.75
04/04/2024 13:44:00,04/04/2024 13:47:00,18790,18780,4919,18665.04
04/04/2024 13:47:30,04/04/2024 13:58:00,18780,18770,10838,18665.6
04/04/2024 13:58:30,04/04/2024 14:05:30,18760,18750,14524,18666.2
04/04/2024 14:06:00,04/04/2024 14:06:00,18750,18740,1621,18666.26
04/04/2024 14:06:30,04/04/2024 14:08:00,18740,18730,7011,18666.48
04/04/2024 14:08:30,04/04/2024 14:10:00,18730,18720,4304,18666.6
04/04/2024 14:10:30,04/04/2024 14:10:30,18720,18710,2850,18666.66
04/04/2024 14:11:00,04/04/2024 14:14:30,18700,18690,14764,18666.85
04/04/2024 14:15:00,04/04/2024 14:16:00,18690,18680,5026,18666.89
04/04/2024 14:16:30,04/04/2024 14:18:00,18680,18670,5787,18666.9
04/04/2024 14:18:30,04/04/2024 14:27:00,18660,18650,25248,18666.75
04/04/2024 14:27:30,04/04/2024 14:27:30,18640,18630,2840,18666.7
04/04/2024 14:28:00,04/04/2024 14:28:00,18630,18620,2787,18666.65
04/04/2024 14:28:30,04/04/2024 14:29:00,18620,18610,3740,18666.55
04/04/2024 14:29:30,04/04/2024 14:30:00,18610,18600,3470,18666.45
04/04/2024 14:30:30,04/04/2024 14:30:30,18580,18570,5791,18666.21
04/04/2024 14:31:00,04/04/2024 14:32:30,18560,18550,10736,18665.66
04/04/2024 14:33:00,04/04/2024 14:36:30,18550,18540,17573,18664.69
04/04/2024 14:37:00,04/04/2024 14:37:00,18550,18560,2548,18664.56
04/04/2024 14:37:30,04/04/2024 14:37:30,18560,18570,3345,18664.42
04/04/2024 14:38:00,04/04/2024 14:41:00,18570,18580,11375,18663.97
04/04/2024 14:41:30,04/04/2024 14:43:00,18560,18550,5819,18663.68
04/04/2024 14:43:30,04/04/2024 14:44:00,18550,18540,2352,18663.56
